header	text	verdict	link
Удобная возможность соответствия трендам профессий	Училась в Нетологии с 2020 по 2022 год, прошла 2 курса и одну профессию о переподготовке. Довольна удобным графиком, преподавателями, куратором курса и в целом, командой. Нравится, что команда сопровождает на протяжении всего обучения, отвечают на все вопросы и есть возможность нетворкинга ! Создатели курсов постоянно обновляют содержание курсов, следят за веяниями на рынке труда, в курсах достаточно много дополнительного материала. Рекомендую!	1	https://irecommend.ru/content/udobnaya-vozmozhnost-sootvetstviya-trendam-professii
Цена - качество	Брал курс иллюстратора по скидке, кстати без нее курс тоже не очень дорогой по сравнению с другими площадками. Взял и еще не пожалел, все доступно объясняют, порог вхождения низкий, не нужно иметь базу что бы начать учиться. Почти к каждому блоку прилагается дополнительная литература, а если ее нет, можно с вопросами обратиться к куратору. Делаешь домашку - получаешь обратную связь. На вебинарах рассказывают на много больше, так как это живое общение. Так же каждый блок меняется преподаватель, так что на смене темы можно получать информацию от разных профессионалов, что тоже хорошо. Единственное за что я бы убрал 1 звезду в своем отзыве, это за блок по анатомии. Изначально выбирал курсы с блоком анатомии, здесь она подкачала. Очень сжата, не разобрана, выделено мало материала и времени. А в целом курс можно брать смело, особенно новичкам, которые только думают начать учиться, главное не стесняться и писать своему куратору вопросики.	1	https://irecommend.ru/content/tsena-kachestvo-572
Нетология - это супер!	Обучалась по направлению Графический дизайн и коммуникации. Обучалась с нуля. Все очень понравилось. Ни капли не пожалела. Адекватный уровень сложности. Интересные и познавательные лекции. Вдохновляющие задания. Отличная поддержка Экспертов. Все очень понравилось. Продолжаю заниматься саморазвитием на платформе Нетологии. Есть как платное так и бесплатное обучение. Очень грамотные преподаватели и модераторы, знающие свое дело.	1	https://irecommend.ru/content/netologiya-eto-super
Удобно	При выборе обучающих курсов мое внимание привлекли несколько образовательных онлайн платформ, среди которых была и Нетология. Я подробно изучила все платформы, позвонила, пообщалась с представителями и решила остановится на Нетологии, и не разу не пожалела о своём выборе). Началось обучение, у меня был курс SMM-менеджер, нам (ученикам) помогали кураторы курса, аспиранты, всегда можно было задать им вопрос, да и сами преподаватели в стороне не оставались, всегда помогали и отвечали на вопросы в личных сообщениях, а это на мой взгляд очень ценно, получить мнение и решение вопроса от одного из лучших специалистов который организовал крупное агенство по таргету или копирайтингу и знает всю индустрию от и до. Очень удобно расположены модули обучения, все идёт чередом, нет разброса от темы к теме. После каждой темы нужно выполнить задание на реальном проекте а не просто на бумажках, тут уже не получится просто просмотреть материал и сделать все тяп-ляп, каждое задание проверяет эксперт и даёт свой комментарий, где нужно что-то исправить чтобы была хорошая работа	1	https://irecommend.ru/content/udobno-717
Отлично!	Я получил от этих курсов практически всё то, на что и рассчитывал. Есть несколько моментов, которые можно улучшить, но в целом всё очень понравилось. Мой курс длился почти год и за этот год, начиная с нуля, я получил очень хорошее представление как всё работает в мобильной разработке, как что-то начать и куда двигаться дальше. Спасибо!	1	https://irecommend.ru/content/otlichno-5965
Рекомендую	Прекрасные впечатления после завершения выбранного курса! Спикеры - люди из индустрии. Приводят в качестве примеров много кейсов из собственной практики. Учебный материал логично структурирован. Комфортные сроки для выполнения домашних заданий. Очень удобный сайт с понятным интерфейсом. Отдельно отмечу великолепную поддержку кураторов от Нетологии. Очень надеюсь, что то, что я усвоил на курсе, обязательно поможет мне в будущем. Спасибо за знания и прекрасный опыт!	1	https://irecommend.ru/content/rekomenduyu-4136
Отличная дистанционная площадка обучения.	Дистанционное обучение на площадке (Нетология) было комфортным. Подача учебных материалов продумана и доступна. Домашние задания помогают лучше усвоить пройденный материал. Обратная связь от экспертов оперативна. Перед началом обучения прошел бесплатные курсы на площадке. Выбрал подходящую специальность и начал платное обучение. Обучение проходит блоками. После каждого блока выдается сертификат о прохождении обучения. Результатом обучения доволен. В настоящее время получил зачет по первой курсовой работе. Перед курсовой работой был вебинар с экспертом с разбором задания. У меня в планах продолжить обучение и получить диплом. Сдать сертификационные экзамены.	1	https://irecommend.ru/content/otlichnaya-distantsionnaya-ploshchadka-obucheniya
Замечательный сервис для онлайн-образования	"Я получила образование по специальности ""Оптимизация рекламных кампаний и продвинутый Google Analytics"" на сервисе Нетология. Здорово, что курс ведут профессионалы своего дела. Мне понравился темп обучения, содержание и глубина тем. Теория подкреплена разбором практических кейсов. Домашние задания направлены на подкрепление знаний. Домашние задания проверяют с подробным разбором ошибок и пулом рекомендаций по устранению ошибок. В результате обучения работаю с крупном рекламном агентстве."	1	https://irecommend.ru/content/zamechatelnyi-servis-dlya-onlain-obrazovaniya
Учиться, учиться и ещё раз учиться	"Ещё 6 месяцев назад я даже и не думал, как круто может перевернуться моя жизнь, карьера. Стремление познавать что-то новое было всегда, но чего-то не хватало. И как раз примерно в феврале попал на страницу сайта ""Нетология"". Долго выбирал курс, оказалось, что интересно больше 50% предложенных программ. Итоговый выбор сделан на программу ""менеджер по работе с маркетплейсами"". Обучение (1 ступень) длилась 2,5 месяца, они прошли как один день. Степень сложности умеренная, лично для меня даже лёгкая и простая. Обратная связь во время обучения максимально комфортная, кураторы оперативно решали возникающие вопросы, поддерживали. Единственное что ""не понравилось"" - это маленькое количество домашних заданий, мне хотелось бы больше:) Если серьезно, то рекомендую и саму площадку и сам курс. Впереди 2-я ступень обучения."	1	https://irecommend.ru/content/uchitsya-uchitsya-i-eshche-raz-uchitsya-6
Самое лучшее онлайн обучение!	Обучаюсь на 1С программиста, курс длится 1.5 года. Из них уже прошло 8 месяцев и я ни капли не пожалел, что его купил. Вся программа разделена на модули, а модули на темы. В основном в неделю дают по 2 темы, в каждой есть вебинары и домашнее задание. Так же очень часто бывают прямые эфиры, где можно задать все интересующие вопросы - это круто! С самого первого дня обучения скидывают ссылку на дискорд канал, где аспиранты и эксперты помогут в любым заданием) Спустя какое-то время я так же стал аспирантом и начал помогать другим обучающимся. В общем пока, это самый лучший курс на моем опыте)	1	https://irecommend.ru/content/samoe-luchshee-onlain-obuchenie
Очень структурное обучение	"Изначально узнала от Нетологии по бесплатным курсам и только спустя месяцев 6-7 приняла решение тоже получать онлайн образование. Выбор пал на ""Дизайн интерьера"". Сейчас уже заканчиваю курс Нравится то, что много практики, много работы с ""насмотренностью"", преподаватели открыты к диалогу, а материал дается очень внятно (к сожалению это редкость, так как я любительница бесплатных курсов). А самый классный плюс - это то, что я уже работаю с прошлого года помощником дизайнера из питерской студии. И да, с моим перфекционизмом я с каждой лекции, где есть доп материалы, пытаюсь их тоже читать/смотреть, чтобы быть в теме еще больше. Передаю привет кураторам и преподавателям!"	1	https://irecommend.ru/content/ochen-strukturnoe-obuchenie
Настоящая школа, которая позволит вам взять новую высоту в жизни	"Когда я записалась на курс ""Электронная музыка"", честно говоря, не знала, чего ждать. Думала, что здесь мне помогут освоить программу для создания музыкальных композиций, ну и, в общем, всё. И это уже было бы хорошо! Но то, что я получила по факту, превзошло ожидания как минимум в десятки раз. Ребята, это НАСТОЯЩАЯ школа. Без дураков. Без халтуры. Без натяжек. Преподаватели выкладываются на 200%. И требуют, кстати, соответственно. Поэтому учиться здесь нужно по-настоящему. Вкладывать собственные интеллектуальные, эмоциональные и творческие ресурсы. Работать над собой, расти. И это здорово! Ведь мы сюда пришли не для галочки, не для виртуального диплома, а для получения новых знаний, опыта а кто-то и за новой профессией. Отдельно хочу поблагодарить координаторов курса. Им удается создать необыкновенно дружелюбную, теплую, располагающую атмосферу в чатах и в личном общении, а это так необходимо, особенно при обучении онлайн. Любые организационные и личные вопросы решаются словно по мановению волшебной палочки. Ребята, вы просто супер!!! В заключение, для меня платформа ""Нетология"" и курс ""Электронная музыка"" оказались ключиком к совершенно новому, потрясающему, захватывающему этапу в жизни. Я не знаю, во что это выльется в дальнейшем, скажем, в плане карьеры, но уже точно могу сказать: оно того стоило! Миллион раз стоило!"	1	https://irecommend.ru/content/nastoyashchaya-shkola-kotoraya-pozvolit-vam-vzyat-novuyu-vysotu-v-zhizni
Отличныйресурсдлявсех,ктохочетполучитькачественноеобразованиевсфереITицифровыхтехнологий.	- это отличный ресурс для всех, кто хочет получить качественное образование в сфере IT и цифровых технологий. Я был приятно удивлен качеством предоставляемых курсов и уровнем подготовки преподавателей. Они заботятся о том, чтобы каждый студент мог получить максимально полезную информацию и научиться использовать ее на практике. Кроме того, поддержка сайта Нетология и качество обучения на очень высоком уровне. Я рекомендую этот сайт всем, кто хочет повысить свою навыки в IT области!	1	https://irecommend.ru/content/otlichnyi-resurs-dlya-vsekh-kto-khochet-poluchit-kachestvennoe-obrazovanie-v-sfere-it-i-tsif
Курс таргетолог от Нетологии!	Очень давно хотел обучиться новой профессии и очень долго искал саму профессию и где же все таки обучаться. Спустя долгих поисков, выбрал Нетологию. Сразу скажу, что ни сколько не пожалел, что выбрал именно этот образовательный ресурс и саму профессию. Очень интересные видеолекции, всем спикеры очень понятно объясняют информацию и дают много знаний. Помогают решать практику, если что-то не получается. А еще очень хорошая цена и подарки от Нетологии, а это не сомненно большой плюс. Это самый лучший опыт, который я получал!	1	https://irecommend.ru/content/kurs-targetolog-ot-netologii
Знания, полученные на курсе, полезны на практике	Хочу поделится своим опытом обучения в Нетологии, а именно на курсе A/B тестирование. Данный курс проходила в рамках обучения на продуктового аналитика Очень интересные домашние задания, выполнять можно двумя вариантами, во всем знакомом экселе или попрактиковаться в написании кода на Python. Много практических кейсов было разобрано на вебинарах, данных знаний вполне хватит для запуска A/B тестирования в небольших компаниях. Разобрали много нюансов, связанных с A/B тестированием. Подача материала структурованная, лекторы приводят много рабочих кейсов и разбирают их на лекциях, в такой подаче весь материал воспринимается гораздо проще. Но это не значит, что не нужно будет самостоятельно изучать материал Ссылки на полезные ресурсы будут, останется только изучить. В конце каждого модуля выдается свидетельство, которое можно прикрепить к резюме, чтобы подтвердить свои компетенции при необходимости. Темп обучения не самый высокий, что позволит совместить получение знаний с работой.	1	https://irecommend.ru/content/znaniya-poluchennye-na-kurse-polezny-na-praktike
"Курс ""Специалист по информационной безопасности с нуля"""	Доволен, что прошел обучение. Где-то было сложно, где-то приходилось преодолевать себя. Так и должно быть, потому что прогресс в преодолении! Есть интересные преподаватели, которые являются настоящими практиками, а не теоретиками с заученным текстом. Самое интересное начинается с середины курса, отдельно хочу выделить блоки от group ib. Очень интересно и в тоже время не просто. Некоторые видео лекции придется пересматривать по несколько раз. Информации для изучения еще много даже после сдачи дипломной работы. Чувствую, что буду возвращаться к лекциям не раз еще. Курс помог мне определиться с дальнейшим направлением и затронуть те темы, которые самостоятельно мне было бы тяжело начать изучать. Курс проходит скорее по верхам многих областей ИБ, то есть дает базу. Для начинающих в ИБ идеально. Для продвинутых людей я бы смотрел в сторону более узкоспециализированного обучения. На мой взгляд на начальных этапах не хватило полноценного блока с предзаписанными видео-лекциями о работе в linux. Эти вещи приходилось изучать самостоятельно. Понравился акцент на практиен. От себя ставлю 5 баллов, но надо понимать, что курс подойдет больше для людей начинающих с нуля.	1	https://irecommend.ru/content/kurs-spetsialist-po-informatsionnoi-bezopasnosti-s-nulya
Оно того стоит!	Обучаюсь четвертый месяц, процесс проходит довольно комфортно, сочетая с работой! Онлайн-Лекции на доступном и понятном языке, много примеров и скринкастов, часто проходят информативные вебинары с преподавателями, много дополнительной литературы и интернет-ресурсов, коммуникация на хорошем уровне, на все вопросы получаю полные и развернутые ответы и достаточно оперативно. Условия оплаты гибкие, так что советую!	1	https://irecommend.ru/content/ono-togo-stoit-133
Нетология - полезный образовательный ресурс	"Здравствуйте, дорогие друзья! Сегодня я продолжаю обзор полезных с моей точки зрения сетевых ресурсов. И разговор пойдёт о сайте , а попросту говоря о Нетологии. На сайте выложены 107 (на данный момент) курсов по интернет-профессиям. Абонентская плата составляет от 790 рублей в месяц. Сейчас цена немного повысилась. Что мы получаем за эти деньги? Возможность просматривать курсы в неограниченном количестве в течение месяца. Вы спросите: в чём преимущество данных курсов по сравнению с другими? Я вам отвечу. 1. Курсы отлично структурированы, разбиты на небольшие (в среднем от 5 до 20 минут) части, которые можно смотреть где угодно и когда угодно. 2. Курсы очень качественные (в отличие от инфопродуктов, которых превеликое множество в русском интернете). Всё чётко и по делу. ""Воды"" нет. По крайней мере, в тех курсах, которые прошёл я. 3. Каждый курс имеет начало и конец, его можно посмотреть за любое время, и он является, скажем так, самостоятельной образовательной единицей. Я имею в виду, что после того как вы его изучите вам не предложат ""более углубленный"" курс на ту же тему за дополнительную плату:) 4. Смотреть курсы, проходить тесты, делать заметки очень легко и комфортно. Думаю, владельцы ресурса очень постарались для этого. 5. Преподаватели. Знающие, доброжелательные, харизматичные. Не все, но многие. 6. Дружественная служба поддержки. Да и весь ресурс в целом. Из тех что проходил я, особенно оказались полезными курсы по нетворкингу, тайм-менеджменту и журналистским приёмам написания текстов. Если вас заинтересуют именно эти курсы, найти их легко поскольку курсы на эти темы пока единственные на Нетологии. Конечно, рекомендую!"	1	https://irecommend.ru/content/poleznyi-obrazovatelnyi-resurs
Нетология воодушевляет на развитие	После поисков дистанционной работы, прохождения многочисленных собеседований (в основном, это были вакансии менеджеров по продажам), я поняла, что стоит качественно освоить новую профессию, подходящую под дистанционный формат, а не выбирать из того, что не воодушевляет. Подруга посоветовала зайти на сайт Нетологии, в ответ на запрос мне дали развёрнутую, подробную, внимательную обратную связь по интересующим меня вакансиям. Выбор я сделала в пользу курса «Куратор онлайн-обучения», так как это наиболее лёгкий вход в сферу онлайн-образования. Курс я прошла довольно легко, так как увлекаюсь психологией, а также имею опыт работы в офлайн-образовании, и вообще люблю учиться. Кроме того, в процессе обучения на курсе «Куратор» студентов сопровождают внимательные и доброжелательные координаторы, домашние задания подробно и деликатно разбирают тьюторы, атмосфера всячески благоприятствует развитию. После обучения предусмотрено выполнение дипломной работы и ее защита. Я успешно с ней справилась. Сейчас прохожу стажировку в Нетологии в качестве аспиранта-наставника. Я довольна качеством полученного обучения, а ещё больше тем, что Нетология оказалась дружной, уютной, доброжелательной, вдохновляющей на развитие средой, где учиться легко и приятно. Всем рекомендую!	1	https://irecommend.ru/content/netologiya-voodushevlyaet-na-razvitie
Доступный и интересный курс!	Окончил годовой курс по специальности Программист 1С. Сначало сомневался, думал, зачем платить, когда можно самостоятельно по видеоматериалам из бесплатных источников обучаться, но пройдя бесплатный ознакомительный курс в НЕТОЛОГИИ, заинтересовался и не пожалел, что пошел на этот курс. Курс действительно интересный, материал подаётся дозированно, затем Домашнее задание по пройденному материалу... Преподаватели всегда на связи, да и с однокурсниками можно обсудить. Вообщем время быстро пролетело, получил базовые знания, которые уже дают определённые навыки и понимание професии. К тому же дают документ об обучении. Единственно, что мне не хватило - это знакомство с конкретными типовыми конфигурациями, знакомство работы с Библиотекой стандартных приложений и интеграцией с внешними источниками, но это вроде проходят в расширенном курсе. Имея полученные знания, надеюсь сам смогу освоить и развить необходимые навыки, главное это начать практиковаться! Вообще курс хороший, команда старается сделать его для обучающихся интересным и всегда находится на связи. Рекомендую!	1	https://irecommend.ru/content/dostupnyi-i-interesnyi-kurs
Интересное и доступное обучение	"Я проходила на нетологии курс ""Таргетолог"". Не имея достаточного колличества времени и уделяя обучению несколько часов в неделю, мне удалось усвоить достаточно много материалов. Я разобралась в теме с абсолютного ноля, к тому же, на курсе затрагивались еще и сопутствующие темы. Специалисты отзывчивые, всегда готовы помочь, а еще регулярно проводятся прямые эфиры, где можно более детально разобрать интересующие вопросы. Могу смело рекомендовать онлайн-обучение на данной платформе, так как это удобно и доступно."	1	https://irecommend.ru/content/interesnoe-i-dostupnoe-obuchenie
Идеально	Отличная образовательная онлайн-платформа, удобно и практично в обучении. За 6 месяцев обучения я освоил для себя новую специальность, получил много интересных знаний. Также хотел отметить удобство в организации домашних заданий) Преподаватели всегда на связи и готовы помочь! Большинство материалов курса оказались весьма познавательными! Всем настоятельно рекомендую Нетологию! Было очень приятно поучиться))	1	https://irecommend.ru/content/idealno-589
Java-разработчик с нуля		1	https://irecommend.ru/content/java-razrabotchik-s-nulya
Отличный сервис	Проходил курс по интернет-маркетингу с января по июнь 2022 г. Качеством знаний доволен. Конечно, их можно получить забесплатно в интернете. Однако в университетское образование — это тоже знания, которые вы можете бесплатно получить из книг и статей в библиотеках и том же интернете. При этом в отличие от университета (конечно, есть исключения) здесь вам преподают люди, которые профессионально занимаются тем, о чем говорят. Они могут рассказать о вещах, на которые обращают внимание работодатели или последних нововведениях в области, негласных правилах. На курсе много практики, мало теории: как правило теоретическую часть модуля можно прослушать за 1,5-2 часа (записанные видео) и приступать к домашке. Иногда понадобится прочитать дополнительные материалы, которые предоставляются в качестве ссылок на статьи (очень много того, что сам бы не нашёл). Очень легко подстраивать курс под собственное расписание, потому что вся информация (кроме вебинаров) подготовлена заранее, не надо подключаться к паре в определенное время (на вебинары можно не ходить, а слушать в записи). В целом я не нашёл курс сложным с точки зрения затрат времени , большая часть времени уходить на практику — домашки и дипломную работу. По ним получаете развёрнутые фидбеки, можно пообщаться с проверяющими преподавателями в телеграмме или по почте. Вообще Нетология с точки зрения ответов на ваши вопросы и решения ваших проблем, наверное, лучший образовательный проект (знаю о других по опыту знакомых, там все намного хуже). Здесь модераторы отвечают на ваши вопросы по поводу домашки даже если вы их задаёте в полночь, есть «аспиранты», которые также могут ответить на вопросы по домашке или пройденной теме; дедлайны по домашке можно продлевать, а если пропустили много дедлайнов и не успеваете все закрыть к диплому, вам один раз разрешат вернуться на несколько тем назад. В общем, очень «клиентоориентированный» бизнес с классным сайтом и удобной и приятной коммуникацией.	1	https://irecommend.ru/content/otlichnyi-servis-440
Интересно, сложно, но здорово!	"Мой опыт в освоении новой профессии для удаленной работы, посредством онлайн обучения. Расскажу где и как лучше выбрать школу и онлайн курсы. Здравствуйте! Я обучалась по программе ""Фотограф"". До этого кроме как вкл/выкл на камере своего Nicon ничего не знала и не умела. На курсе много узнала нового и полезного для себя, начиная от изучения самой камеры и заканчивая продажи себя, как специалиста-фотографа. Периодами было сложно учиться. Однако все же осилила, благодаря прекраснейшим педагогам и куратору курса! Большое им всем спасибо за информацию, подачу материала и за обратную связь по итогам домашних работ а также лояльности и тактичности! Очень рекомендую всем желающим получить полезную информацию, а также приобрести новую профессию - фотографа!"	1	https://irecommend.ru/content/interesno-slozhno-no-zdorovo
Качественное системное обучение	Проходила в Нетологии несколько курсов — все было очень интересно, помогло с нуля освоить совершенно новую сферу. Во время обучения сделала довольно большое портфолио, которое очень пригодилось при поиске работы. Конечно, не стоит ждать, что сразу после обучения вас завалят предложениями с высоким окладом, но хороший плацдарм для дальнейшего развития получите точно!	1	https://irecommend.ru/content/kachestvennoe-sistemnoe-obuchenie
Доволен и рекомендую	Получил ясные и четкие ответы на все свои вопросы в начале обучения, очень приятно, что представители школы умеют слушать и нормально договариваться. Начал обучение и остаюсь доволен и качеством преподавания, наличием разнообразных инструментов для помощи в обучении — масштабная обратная связь по любому вопросу (через почту, чат на самой платформе с преподавателем и роботом, студенческий чат), тренажеры, домашние задания, подробные инструкции ко всему, дополнительные обучающие материалы и не только по заданной теме (можно узнать про разные способы планирования своего времени, а это очень актуально, особенности психологического плана во время обучения в таком формате, это вообще очень важно для тех, кто впервые учится онлайн). В наличии календарь с расписанием и напоминания о сроках через почту. Само обучение — видео лекции с возможностью делать пометки во время лекции, листинги, презентации (довольно подробные) по теме. Очень удобное разбиение по темам, соблюден баланс между важным и доступным для понимания материалом. Нет каких-то жестких рамок, но и полностью расслабиться тоже не выйдет. Своевременные рекомендации преподавателя на индивидуальном уровне. Нет каких-то жестких рамок, но и полностью расслабиться тоже не выйдет. Своевременные рекомендации преподавателя на индивидуальном уровне.	1	https://irecommend.ru/content/dovolen-i-rekomenduyu-0
Отличное обучение!	"В Нетологии проходила обучение на курсе ""Методист детских образовательных программ"". Курс расчитан на 2 месяца, но я не успевала вовремя сдавать работы (продлить дедлайн можно без труда), поэтому прошла за 4 месяца. Меня никто не напрягал, поэтому училась в своем темпе. Работы проверялись вовремя, обратную связь присылали на почту. Где-то в середине обучения мне предложили составить резюме для прохождения практики. Почти сразу же я получила стажировку в онлайн-образовательном центре."	1	https://irecommend.ru/content/otlichnoe-obuchenie-13
