header	text	verdict	link
1 месяц обучения позади - полет нормальный!	"Узнала об этой школе из проекта ""Цифровые профессии"" на сайте гос услуги. Мне пришла рассылка с предложением получить IT профессию со скидкой за счет государства. Это оказалось очень кстати, совсем недавно компания, в которой я проработала более 10 лет заявила об уходе из России. Остаться без работы в очень конкурентной среде непросто, мне 41. IT это та сфера, которая сейчас нуждается в специалистах, именно с таким расчетом я и решилась на обучение Аналитике с нуля. Рассматривая все предложенные программы от разных школ и читая отзывы других, я долго выбирала, хотя все школы, участвующие в проекте имеют государственную аккредитацию. Конечно в первую очередь привлекли внимание более раскрученные бренды - Яндекс Практикум или Сбер Университет....Однако внимательно рассмотрев их подробные программы обучения у меня никак не складывалась картинка (в плане логики и последовательности материала), я также пробовала разные бесплатные вебинары (спасибо, что они есть) на том же сайте ""Цифровые профессии"". Познакомившись с программой совершенно неизвестной для меня школы Skill Factory , мне неожиданно стало понятно, о чем этот курс и, самое главное, не было никаких пре реквизитов, то есть можно было зайти с нуля. То, что нужно, решила я и с некоторым страхом все же записалась. После одобрения моей заявки прошло всего пару дней и я меня уже добавили в группу! (подписала все документы онлайн, по ссылке от куратора). Позади написание 1 проекта по завершенному модулю и вот мои впечатления: 1. Вся инфо свежая (не старше 2 лет, выборки для изучения данных, статьи и т.д.). Каждый модуль выстроен по темам, все логично и последовательно. Подкрепление и проверка знаний в виде тест вопросов (с несколькими попытками для ответов). С точки зрения оформления, на мой взгляд, все лаконично и понятно. Отдельно спасибо (я оценила) за чувство юмора, с которым преподносятся некоторые вполне сложные темы! Страх перед статистикой и excel таблицами пропал, теперь смело ищу и нахожу нужные мне функции. Да, еще предстоит многое изучить, но барьер разрушен! После каждой темы можно (даже нужно) оставить развернутую обратную связь, это здорово!!! 2. Есть отдельный инструмент для общения и передачи инфо, возможность задать вопросы и т.д. - Slack . Все модули в нем разбиты по темам, нет каши. По каждой теме есть выделенный канал, в котором обсуждаются задания определенной темы. Мне это очень помогает! Сами менторы, во всяком случае, пока те,с которыми столкнулась, очень профессиональные и подготовленные люди. Все ответы приходят быстро (в рамках обозначенных временных рамок, что тое понятно......они тоже люди и наверное им нужно соблюдать режим труда и отдыха). Есть возможность переспросить и получить доп разъяснения, уже от человека, а не от компа ))) 3. Время для любого дела нужно планировать. Ожидать, что само собой с пол пинка ложится вряд ли стоит.....Здесь наверное многое зависит от уровня подготовки и сложности курса, но приготовьтесь выделять не менее 15 часов в неделю (с учетом прочтения, при необходимости, доп литературы, статей и т.д.). Усилия вложить придется, но вы же делаете это для себя, а не как в школе, для оценки )))) . Из-за того, что долго находилась в простое на работе, мне удалось уйти даже немного вперед - и это еще 1 плюс, нет временного ограничения по доступу к материалам. Есть расписание модулей и переставить их местами не получится, но вы вполне можете не сидеть на каникулах или осваивать материал быстрее, чем указано в рекомендациях. Я так сделала только потому, что боюсь отстать после . в общем, на всякий случай! Не буду говорить о больших успехах, прошел только месяц, но качеством обучения я дольна ! есть с чем сравнить, в далеком 2009 закончила MBA в США, Grand Canyon University. Хотелось бы побольше вебинаров, тот, что был посвящен обсуждению 1 проекта был просто незаменим!!! Наконец, могу похвастаться своими первыми Pivot Tables (раньше они наводили ужас))) . Продолжу свое обучение с полным энтузиазмом и самомотивацией!!!"	1	https://irecommend.ru/content/1-mesyats-obucheniya-pozadi-polet-normalnyi
Если вы хотите учиться не из России, забудьте	Я живу в другой стране и начала учиться в этой школе. Мой выбор пал на SkillFactory, потому что менеджер по продажам убеждал меня в том, что никаких проблем с оплатой из зарубежа у них нет. Я разделила свой платеж на несколько частей,но когда дошла очередь до второго платежа, а прошел всего месяц, мне написали на почту, что у них оплаты из зарубежа теперь нет. Я предлагала им оплату через криптовалюту или бусти,на что мне ответили, что это не их проблемы и они не будут заморачиваться и просто отключили мне доступ к платформе.	0	https://irecommend.ru/content/esli-vy-khotite-uchitsya-ne-iz-rossii-zabudte
Никому не рекомендую! Я вернула полную стоимость обучения	"Качество курсов низкое В материалах курса много ошибок Фактически приходится изучать много сторонних материалов Время для обучения, заявленное в рекламе, не соответствует действительности Совет всем: читайте отзывы даже о нашумевших онлайн школах прежде, чем платить деньги! Решила я значит пройти обучение по дата сайенс. До оплаты курса всё было красиво: и звонки и письма не прекращались. После оплаты на любой вопрос менеджер отвечал по два дня. Надо было уже здесь бить тревогу, но желание учиться было сильнее. И вот наступило обучение. Сначала всё было прекрасно: модули открывались постепенно. Начались лекции. По факту это оказалось не лекциями, а решением задач, причём преподаватель на первом же занятии дад понять, что никому мы здесь не нужны. И здесь надо было уже бить тревогу, но нет. А дальше понеслось: в неделю вместо одного модуля стало открываться аж по 4-5, в представленных материалах куча ошибок, о которых слава богу сообщала ментор, но о которых никогда в жизни не догадается новичок! В материалах содержится огромное количество дополнительных ссылок на стронние ресурсы для самостоятельного изучения. Фактически вместо заявленных 15 часов в неделю на обучение уходит 40 и более. А ещё и вместо одного занятия в неделю стало то два, то три. И на возмущение студентов, работающих людей, которым было обещано, что ""вы легко сможете совмещать учёбу и работу"", ответили "" У нас всё как в обычном университете "". В общем, разбирайтесь сами. Фактически, как писали студенты- программисты, которые тоже проходили этот курс, материалы явно не для новичков. Даже у айтишников возникали трудности и они искренне сочувствовали тем, кто поверил словам ""с ноля для новичков"". Я оказалась далеко не единственной, которую не устроило качество курса. Как вы понимаете с недовольными никто не общается и не связывается. Ссылаются на свой договор-оферту, по которому ни о каком возврате не может быть и речи. Этот договор нарушает все наши права! И скиллфэктори об этом знает. Я составила претензию и деньги мне вернули."	0	https://irecommend.ru/content/nikomu-ne-rekomenduyu-ya-vernula-polnuyu-stoimost-obucheniya
"Не для ""чайников""!"	"1. Стоимость образования: для такого формата и подачи материала максимум на 50К, и то это дорого. Обещали скидку, скидку никто не сделал, зато очень быстро оформили ""рассрочку"". 2. Платформа и формат обучения: сама платформа вроде б как хорошая, но слишком яркий, белый фон (дальше поймете о чем я), зато ничего лишнего от слова СОВСЕМ, в навигации не запутаешься, пару кнопок всего. И так, про формат обучения - столько, сколько на курсе я НИКОГДА еще не читал, даже в школе. Вообще читать - далеко не очень любимое занятие мое. Вот тут и белый фон тебе в глаза. Устаешь очень быстро, максимум пару часов, потом ""два дня отходняк"" )))) В общем, ребят, вы серьезно? 90% сплошного текста, видеоформат вообще на 5-12 минут. Почему бы не записать нормальные уроки, как например у Тимофея Харьянова на ютубе? Те видео что вы записали - Да, хорошо, четко все, но для кого? Я пришел хоть с какими-то знаниями о программировании, но новичкам как быть? Объясняете всё терминами, ничего не расжевывая. В некоторых уроках задания (тему которых вообще не проходили) на которые приходится искать ответы в интернете. Тут и так времени не хватает пройти материал, еще и ищи и разбирайся сам. Ужас. Некоторые вопросы вообще устарели, как с гитом например (давно уже пароль там не используется при пуше). Подробно ничего не объясняется! Всё как-то бегло. А мне например, нужно ВНИКНУТЬ в тему: почему так, а не так и для чего это, а не это... Поэтому на каждый урок я трачу не мало так времени. С менторами я вообще не общался, даже не понимаю на какую тему, и что спрашивать, когда меня ютуб и интернет в целом обучает, а на платформе я просто темы беглые пробегаю, выполняю задания и погнали дальше, чтобы не отставать. Получается, что по факту я отдал 143К просто за диплом, и за трудоустройство, которое Skillfactory так обещали в рекламе. 3. Пошли плюсы: учат самостоятельности, общительная техподдержка и куратор. Ну, на этом всё. P.S. Ах да... чуть не забыл ))))) Дали доступ к Обучению Английскому языку на английском языке (плохо нет смайла ржачного, не хватет его тут очень). Мол вот тебе Английский по профилю, только надо перевести сначала на русский. Ну рассмешили конечно. В общем - Времени твоего занимают оооочень много. Просто учишься потому, что заплатил космические бабки."	0	https://irecommend.ru/content/ne-dlya-chainikov
Тестировщик-автоматизатор на Python	Сам курс оцениваю на 2 с плюсом или три с минусом. В первую очередь меня интересовала профессия тестировщика. По ней на курсе более-менее все понятно и эту часть прошел. Но из-за корявости и плохой продуманности некоторых шагов при объяснении действий сильно тупил. Просто по причине некорректности шагов или неверного их описания. Уже точно не помню, по моему при выполнении задания по работе с программой Postman, сидел часов 6 перед монитором и тупил, как же данное действие сделать. Шаги при объяснении были прописаны неверно. И только разобравшись методом тыка, сделал требуемое задание за полминуты. Это пример, почему я такую оценку в целом поставил. По программированию могу только точно сказать, что это призвание в еще большей степени, чем скажем медицина. Любые сказки на тему, что Python это супер простой язык и его каждый всякий и т.д. может освоить - есть ложь и развод кроликов на деньги. Вот реальный пример. Нужно было, по в общем-то простому техзаданию с нуля написать код, основываясь на предыдущем изученном материале. Я тупил перед монитором уже два дня), ну нет к этому у меня призвания, потом догадался на GITHAB задать правильный запрос, скопировать нужную прогу, подредактировать там часть русского текста (пытался код редактировать, прога переставала работать) и только так сдал задание. Специально для тех кто хочет попробовать себя в программировании пишу! БЕЗ ПРИЗВАНИЯ программистом не стать! И главный минус этого курса - мне не дают аттестоваться на тестировщика! Куратор написала, что типа без изучения программирования аттестовывать не будем. А мне это неинтересно от слова СОВСЕМ! Для сравнения, в конце 21 года проходил бесплатную часть подобного курса по тестированию на ЯНДЕКС-ПРАКТИКУМ, этот курс оцениваю на КОЛ. Т.е. по глупости подачи материала, тестировщик на ЯНДЕКС-ПРАКТИКУМ в абсолютных лидерах! Кто не верит - добро пожаловать на их курс))	0	https://irecommend.ru/content/testirovshchik-avtomatizator-na-python-0
Отзыв SkillFactory DataScience PRO. Контора по отмыванию ваших денег, а не для обучения.	"ПЛЮСЫ: * веселый легкий старт * в качестве направляющих рельсов курс дает базовый спектр знаний, тем и навыков * активность в телеграмм-чате по подборам вакансий, но не знаю насколько там всё посильно МИНУСЫ: организационные: * ""обучение"" заключается по публичной оферте. прочтите её обязательно! в соответствии с ней нельзя оплачивать по семестрам или по году, только всё сразу. * согласно оферте они вам предоставляют материалы для самообразования, а не учат. ответственности они не несут * если вам не понравится или не подойдет обучение, то при отмене вам вернут лишь малую часть. если откроете хоть 1 урок, сразу теряете 50% (читайте оферту, пункт 4.3.2.). обучение: * курс не рассчитан на новичков. * процесс самообучения займет у вас гораздо больше времени, чем заявленные 8 часов в неделю. особенно если у вас нет базы информатики, математики, аналитики. вам придется очень много гуглить, даже по простым вопросам * материал курса по большей части своей структуры подозрительно похож на содержания базовых учебников. * задачи иногда не бьются с материалом уроков, сложность сильно скачет во все стороны. * курс состоит из перемежающихся блоков нескольких дисциплин. каждая дисциплина написана без оглядки на то что написано в параллельной дисциплине. * шаблонный подход * мало разбора правильного/неправильного кода и сравнения возможных подходов. мало разбора вариативности * некоторые важные моменты можно разобрать только в чатах с кураторами, но отвечают они неохотно и невнятно поддержка: * отвратительное сопровождение в чатах. зачастую прямые ответы у кураторов надо выбивать. отвечают вскользь, наводками. бывает что могут кинуть ссылку из сайта типа ответыМейл. * вебинары записываются через раз, если вы не можете подключится вовремя. * вебинары ведутся людьми без опыта публичных выступлений. трата времени на шелуху. неявный разбор проблем при решении задач. * рассрочка на самом деле с процентами * что бы вы понимали - у них целый отдел со сворой сотрудников по претензионной работе что отшить вас 1000 и 1 способами"	0	https://irecommend.ru/content/otzyv-skillfactory-datascience-pro-kontora-po-otmyvaniyu-vashikh-deneg-ne-dlya-obucheniya
Самообучение за ваши деньги	Курс Специалист по Data Science от SkillFactory. Проучился на курсе 11 месяцев из 12, вынужден бросить, потому что глубина обучения не соответствует сложности предмета. Даются обзорные материалы, а все знания приходится самостоятельно искать в интернете. Плюсы курса: - очень актуальная тема - хорошие преподаватели Минусы курса: - менторы игнорируют вопросы - мессенджер Пачка не настроен (например, ментора вообще там нет и написать ему невозможно) - координатор ничего не знает, что-то у кого-то уточняет, но вопросы не решает - связи выше чтобы пожаловаться нет, стандартный ответ - пишите в саппорт - платформа LMS работает медленно со сбоями, поиск по материалам отсутствует совсем, по хлебным крошкам переход в начало курса - материалов откровенно мало, особенно по сложным темам, всё обзорно - на ошибки не реагируют (например, в модуле Модуль 6. Комбинаторика и основы теории вероятностей была ошибка, про которую я написал, но мне все равно снизили баллы за правильный ответ) - сложность домашних заданий не соответствует обзорному изучению библиотек Python для машинного обучения В итоге курс подходит тем, кто уже погружен в тему и хочет покрасоваться своими знаниями и завести знакомства через нетворкинг. Не рекомендую курс, если вы хотите получить новую для вас специальность, задать вопросы некому, помощи не ждите. И трудоустройства тоже, потому что джуны в этой теме никому не нужны. Я бы поставил оценку 3, потому что эрудицию в тематике машинного обучения курс хорошо поднимает. Но, с учетом накрученных положительных отзывов, придется ставить 1.	0	https://irecommend.ru/content/samoobuchenie-za-vashi-dengi
Отвратительная контора, которая готова на все лишь бы забрать себе деньги и ничего не дать в замен.	"Приобрели курс ""Аналитика данных"", естественно ,на моменте вопросов ,подтверждения оплаты ,выбора направления с нами все были на связи 24/7,отвечали на все вопросы, сами звонили день и ночь. Как только обучение было оплачено, открыли курс и все вымерли. Вводный материал неграмотно подающийся ,просто огромное количество информации ,взятое с разных сайтов(иногда даже падежи не меняли ,после того ,как вставляли),информации и знаний никаких ,нудятина на 4 часа ,пошли первые практические занятия ,перечитываю вводную информацию раз 5 и хоть убей ,совершенно не понятно ,как его выполнять ,пишу куратором в общий бот, ответа 0 ,никакой помощи, подсказки ,ведение. Пытаюсь дозвониться по общему телефону ,чтобы узнать, где вообще мой куратор ,с моего номера никто трубки не берет в течении дня ,попросила друга позвонить с его ,моментально подняли трубку. После чего я делаю вывод, что мой телефон игнорируют специально. Понимаю,что никаких знаний и умений ,я не получу , подаю заявление на расторжение и возврат средств, после чего мне отвечают(далее цитата из письма): 13.04.2023 Вы оплатили 142003 руб, за образовательные услуги и материалы по направлению Профессия Аналитик данных Вам был открыт доступ к материалам с 24.04.2023 На момент подачи заявки от 11.05.2023 открыто по расписанию 17 дней из 504 всего. Материалы открыты на 3% Согласно п.4.3.2 договора-оферты , акцепт которого произошел в момент оплаты услуги, мы удерживаем 60% от полной стоимости услуг. Таким образом, к возврату 56 801,20 руб Я мягко говоря обалдеваю ,и не понимаю ,как 3% обучения и три вводных видео могут занимать 60% моей оплаты ,расчётный лист с описанием трат этих денег на что и как -мне отказываются присылать ,ссылаясь все на тот же договор оферты ,который , в свою очередь, нарушает , как минимум половину прав потребителей. Естественно, меня данная ситуация не устраивает, и я обращаюсь к юристу ,который просматривает договор оферты и находит в нем более 14 нарушений ,описывает подробно это в претензии, и мы посылаем данную претензию на официальную почту школы. Так же юрист подтверждает ,что мы имеет полное право на получение обратно всей суммы (за исключением удержаний комиссии банку). Через несколько дней нам приходит ответ, что ,да ,действительно ,они готовы вернуть всю сумму (а точнее 137 743),сами же приводят статьи ,которые они нарушили ,и через несколько дней ,деньги поступают на счет. Поэтому ,если вы попали в такую ситуацию ,ОБЯЗАТЕЛЬНО ,обращайтесь к юристу и не жалейте денег. СкилФектори-организация мошенников, которая нарушает права потребителей и наживается на всех. ДЕНЬГИ МОЖНО И НУЖНО вернуть ,а лучше изначально не обращаться туда. цитата: Потребитель (то есть вы) вправе в любое время отказаться от оказания услуг при условии оплаты оказанных услуг и фактических расходов Исполнителю (ООО «Скилфэктори») (ст. 32 и 37 Закон РФ от 07.02.1992 № 2300-1 «О защите прав потребителей»)."	0	https://irecommend.ru/content/otvratitelnaya-kontora-kotoraya-gotova-na-vse-lish-zabrat-sebe-dengi-i-nichego-ne-dat-v-zame
Честный отзыв, так честный отзыв - держите.....SkillFactory/DataScience		0	https://irecommend.ru/content/chestnyi-otzyv-tak-chestnyi-otzyv-derzhiteskillfactorydatascience
По началу терпимо, но с каждым месяцем все хуже и хуже. Приветствую! Хочу поделиться своим опытом обучения на платформе SkillFactory. К сожалению, получил не только знания но и постоянные технические и организационные проблемы в процессе обучения.	Приветствую! Хочу поделиться своим опытом обучения на платформе SkillFactory(Unity). К сожалению, получил не только знания но и постоянные технические и организационные проблемы в процессе обучения Столкнулся с вечным кормлением завтраками со стороны координатора. Если вам что-то пообещали, то не факт, что выполнят. Возможно, это из-за плохой коммуникации внутри компании (команды курсов). Менторы хорошие, помогут разобраться. В начале курса был вводный курс по 3D - Blender. После 7 месяцев предлагают делать 3D-машину и создавать трассу для сдачи проекта. Хоть я не 3D-художник, я справился, но это забрало очень много сил. До сих пор не было продемонстрировано, как можно реализовать нормальную трассу. Space shooter и Tower Defence вполне обучающие, можно многое усвоить оттуда, но есть и минусы (некоторые модули не очень информативные). Произошла путаница с курсами, и у меня забрали мультиплеер. После общения с координатором он сообщил, что мне откроют курс по мультиплееру! При поступлении на поток я информировал, что у меня есть знания программирования, и мне ответили, что обучение пойдет проще. Но по некоторым обстоятельствам мне пришлось сделать паузу в обучении. Пока я не обучался (была пауза) на платформе SkillFactory произошли некоторые изменения, курсы по Unity разделились на PRO-версию и Стандарт, которые ранее совмещались в одном курсе, который я оплатил и начал проходить. После окончания паузы в обучении меня перевели в поток который проходил версию Стандарт. Соответственно обучающая информация и практические задания изменились. Некоторые модули перешли в PRO-версию. Среди них оказался и обещанный мне при покупке мною курсов мультиплеер. Мне как раз необходимы были структурированные знания в этой области. Но после общения с координатором, как говорилось ранее, мне сказали, что предоставят курс по мультиплееру. Однако этот разговор был аж 26 октября 2022 года, а сейчас 22 мая 2023, и до сих пор технические проблемы и кормление завтраками. Как бы вы ни подумали, но ещё не предоставили доступ Надежда умирает последней, как говорится. Даже сейчас, уточняя у куратора о том, прошел ли я курс на 70% и более, он ответил, что да, я прошел курсы на 70% и более, и мне присылают сертификат о том, что я ПРОСЛУШАЛ курсы, а не прошел их. Такое чувство, что они там не общаются или платформа сломана, не могу понять этого! Ах да, по поводу платформы, она была старая, и там был поиск по курсу, то есть курс вам предоставлен на долгое время как шпаргалка, и он (поиск) не работал. Также сказали, что исправят со временем, и знаете что? Они просто берут и обновляют эту платформу и просто убирают поиск. Нет поиска, нет проблем... Супер решение. Можно много говорить об этом всём... Курсы не оставляют хорошего впечатления в конечном итоге, но больше спасибо менторам, они до сих пор помогают и они крутые. А с общем впечатление далеко от ожидаемого результата! Я разочарован и моя оценка 3 по 5б системе!	0	https://irecommend.ru/content/po-nachalu-terpimo-no-s-kazhdym-mesyatsem-vse-khuzhe-i-khuzhe-privetstvuyu-khochu-podelitsya
Для того, кто начинает с нуля, пожалуй лучший вариант! Я в процессе обучения. Есть как и везде вопросы, об этом в отзыве!	"Когда читаю отзывы от тех, кто не начал учиться, мне как минимум странно видеть негативные отзывы, так как человек даже не начал учиться! Я выбрал курс SkillFactory Data Science, так как у меня стоит задача запустить стартап в сфере недвижимости, который дает аналитику по объектам недвижимости используя огромное количество разрозненных данных. Я долго читал разные отзывы на разных площадках, потратил примерно две недели на то, чтобы принять решение. Посещал вебинары у разных школ. В итоге остановился именно на SkillFactory, так как отзывы мне нравились, да и была очень хорошая акция со скидками и подарками, которой я решил воспользоваться! Плюс еще я оформил рассрочку в одном известном банке, поэтому мне комфортно и дополнительно мотивирует ""отрабатывать"" каждый месяц оплаченной учебы! Срок получения новой профессии с нуля меня полностью устроил, учитывая то количество часов в неделю, которое было озвучено в качестве рекомендации (но об этом позже ) В данный момент работаю брокером по коммерческой недвижимости и мне в моей работе весьма часто не хватает чисто доказательной аргументации в виде цифр и аналитики при работе с клиентами. Поэтому с друзьями созрела идея разработать специальный ресурс по аналитике объектов коммерческой недвижимости. Вначале была идея получить профессию, чтобы контролировать нанимаемых на аутсорс разработчиков и разговаривать с ними на одном языке. Но с каждым модулем курса я начинаю понимать, что часть разработки готов взять на себя, тем самым сэкономив средства на нанимаемых разработчиков ) Глядишь, с дальнейшим обучением и совсем всю разработку возьму на себя и обойдемся небольшим своим штатом )) В процессе обучения вначале было очень комфортно и легко, базовые знания по Python ложились на подготовленную в вузе и моим личным увлечениям и предыдущему большому опыту работы в сфере IT (в основном в качестве sales функции, и никогда как разработчика) почву. Затем начались функции, начал немного застревать и сильно больше тратить времени на обучение, чем планировал ранее (прости, семья ). Возможно это связано с возрастом , но вроде до деменции ой как далеко (я надеюсь) В итоге я начал отставать и был момент, что планировал даже перевестись на предыдущий поток. Видимо не хватало волшебных пенделей от тьютора. Да и сейчас не хватает. Дедлайны больше для стимула, чем для того, чтобы наказать. Только сам себя сможешь подпинывать и ускорять. У меня мотивации достаточно для этого, но все равно почему то не успеваю ) Хотя стараюсь. Возможно проблема в том, что я стараюсь разбираться в сути материала, частенько приходится залезать в мануалы (думаю это не плохо), но иногда сердишься за то, что дается задание, а в предыдущих материалах тема была не достаточно глубоко изучена (с моей личной точки зрения). Но к такому режиму быстро привыкаешь и темп выравнивается, хотя конечно над сроками модулей надо поработать методологам, сроки весьма условны и отфонарны ) При этом при всем, очень важным элементом является поддержка менторов и наставников в групповом чате Slack (для себя прямо открыл этот супер месенджер). Весьма оперативно в любое время суток дежурный тебе ответит практически на любой (приличный) вопрос ) Это реально важно! Иногда психуешь, делая задание, решаешь, не получается, идешь за помощью к ментору и подсказка тебе прямо глаза открывает! Главное, чтобы код не давали в качестве ответа, а то весь кайф от решения задачи обламывают. Как я отметил ранее, со временем беда. Его вечно не хватает для занятий, хотя я почти каждый день сижу по два часа минимум! Поэтому совет тем, кто с нуля и не работает на профильной профессии (не разработчик и не аналитик), то есть только в свободное время заниматься планируешь: Время которое ты предполагаешь потратить на учебу умножай на 1,5 (в лучшем случае), а то и на два! В моем случае это именно так. При этом при всем я часто пишу в модулях отзыв - поверхностное погружение в материал (это я ворчу), так как лень лазить искать информацию на внешних ресурсах и уже хочется скорее более полные знания получать, хотя я по расписанию вижу, что впереди еще будут темы по данному направлению. Но ощущение голода знаний после некоторых модулей остается. Пока на практике нигде ничего не применяю, так как я получил начальные знания по Python и SQL. Обернуть это во что-то не смогу, а кодить на VS (Visual Studio) вместо Excel можно, но у меня в моей текущей работе таких задач просто нет. Так что тренируюсь на платформах для тренировок написания кода (если хватает времени). Их достаточно. При этом при всем, я уже могу показывать свое, пусть жиденькое, но портфолио в GitHub: . Как по мне это уже неплохо! Своим друзьям и знакомым, которые задумывались о смене профессии уже порекомендовал. Не поставил 5 звезд, потому что был косяк с одним вебинаром, точнее с его объявлением - дали неправильную ссылку и я попал только на середину вебинара по своему проекту. Но ребята извинились, да и на следующей неделе провели его повторно! С этими ребятами я намерен получить вторую профессию! И я ее получу! Чего и Вам желаю! P.S. Прошу прощения, что без смайликов, но зато по делу )"	1	https://irecommend.ru/content/dlya-togo-kto-nachinaet-s-nulya-pozhalui-luchshii-variant-ya-v-protsesse-obucheniya-est-kak
