header	text	verdict	link
Skyeng - Smart Learning	Много лет из всех щелей и у всех блогеров ютуба видела рекламу Skyeng. Все эти годы не было большой необходимости подтягивать свои знания, в школе и универе итак достаточно получила образования по англу) но в марте получила миллион писем отовсюду по поводу скидки 50% и повелась 😅 что могу сказать спустя 4 урока - довольна на 100% выбирала преподавателя по описанию профиля + по записанным аудио - что очень удобно! Ведь сразу можно понять подходит ли тебе человек по темпу и звучанию! много интеравтивов, очень удобное изучение новых слов. Помимо основной домашки можно самостоятельно изучать английский по тематикам. Советоваться с преподавателем по поводу тем уроков. Восторг! Всем советую! Даже просто купить несколько и потом продолжить изучение систематически для себя и за бесплатно со всеми доступными интерактивными.	1	https://irecommend.ru/content/skyeng-smart-learning
Эффективно	Если вы из тех постсоветских людей, которые речь английскую понимают, а заговорить никак не могут, как та собачка с умными глазами, то Skyeng точно для вас. На занятиях говорим на английском, да сначала это одиночные фразы, пусть так. Со временем немного привыкаете, практикуетесь, говорите больше. Есть форматы созвонов с рандомными учителями со всего мира по 15 минут, непринуждённо болтаете, рассказываете как прошёл день, откуда вы как зовут, за что любите то или иное что вас окружает, с очень корректными людьми которые не орут за некие ошибки, не призывают закрыть рот раз не можешь сказать как по учебнику, и только потом высылают тект с рекомендацией над чем поработать, какие были ошибки, и обязательно ободряют. Ломает языковой барьер просто чудесным образом👍🏻 Ну и другого полезного полно, от кучи доступного контента на ютубчике для вовлечения и развлечения, до акций-скидок, ну и преподаватели отличные, современные, с живым языком.	1	https://irecommend.ru/content/effektivno-340
Лучший вариант для обучения английскому не выходя из дома	Последние три года пользуюсь услугами платформы Skyeng. Все началось с корпоративного пакета предоставляемого компанией на моем прошлом месте работы, а после сменил на самостоятельную оплату за свое обучение. Да, обучение онлайн не сильно-то и дешевое получается, но ты экономишь время на дорогу в языковую школу и можешь договориться с преподователем на удобное для тебя время. Поэтому приходится немного раскошелиться и брать сразу пакет на большое количество занятий для экономии средств. Мне повезло с учителем. На первых нескольких уроках мне было предложено несколько преподователей. С одним из них я занимаюсь все эти три года. Как я понимаю, то программа обучения корректируется платформой и твоим преподователем, что дает возможность подтягивать все твои слабые места. Читал, что многие жалуются на плохое качество связи между тобой и преподавателем. За три года обучения такое наблюдал лишь пару раз. Конечно, последние полтора месяца качество связи было не очень. В том числе не работала нормально и сама платформа для обучения. Но я думаю в том не их вина. Также на счет мобильного приложения. До недавних пор с ним у меня не было никаких проблем. Работало все четко. Между уроками с учителем повторял и учил в нем новые слова и фразы. Тренировал восприятие на слух и как пишутся слова. Но вот где-то уже месяц разработчики приложения не могут пофиксить баг, где ты слушаешь слово и должен выбрать из предложенных картинок правильный ответ. Эти картинки попросту не отображаются на экране телефона. Написал в поддержку. Надеюсь на скорую починку бага.	1	https://irecommend.ru/content/luchshii-variant-dlya-obucheniya-angliiskomu-ne-vykhodya-iz-doma
Чем так хорош Skyeng? В первую очередь, гибкостью	"Я занимаюсь английским с 2003 года, но по-настоящему заинтересовалась только в средней школе, побеждала на школьных олимпиадах и т.д. Мне приходилось заниматься с репетитором, чтобы разобраться даже в простых временах, а сложные и вовсе дались уже в университете. Уровень тоже гулял от B1 до B2+, несмотря на курсы для переводчиков. По своему опыту, могу сказать, что язык очень быстро забывается, если его не практиковать регулярно. Про Skyeng я слышала от своих друзей, в чьем уровне владения английским была уверена. Они занимались с носителем языка и впечатления были только положительные. Первым в Skyeng начал заниматься мой муж, так как мы переехали и ему нужно было набрать уверенности и закрепить основы с А2. Так как мне было интересно, как выглядит процесс, то я присутствовала на всех этапах, а позже прошла их сама: - (язык для работы, для подготовки к собеседованию, для путешествий и т.д.) - (можно пропустить этап и отталкиваться от выбранного препода и его свободных окошек, как позже сделала я) - (сам читаешь описание + слушаешь минутные голосовые визитки). На мой взгляд, это одно из лучших открытий платформы - по голосу сразу понятно, будет ли у вас мэтч с преподавателем или нет. Многие указывают свои интересы и сертификаты, что чем-то напоминает анкеты на сайте знакомств, но только в положительном ключе) Сама платформа Учить новые слова довольно удобно. В приложении карточки идут сразу с транскрипцией, картинкой для лучшего запоминания и значением на английском. Геймификация процесса подстегивает учить больше и запоминать. Есть встроенный словарик для каждого слова, один клик и показывается значение и опция ""Добавить в словарь"". Именно домашка, а не домашнее задание) Домашки зависят от цели обучения. В моем случае, цель - подготовка к собеседованию, шли тематические домашки для собесов (small talk before interview, cover letter, resume/CV), а у остальных треков можно либо выбирать самому интересные темы, либо доверить это учителю. Темы по умолчанию очень разные, современные и с хорошей лексикой, от Искусственного интеллекта и до вопросов Бодипозитива. У вас несколько страниц разных упражнений, объединенных одной темой, которые нужно сделать к следующему уроку или как договоритесь. Интуитивно понятная механика меня как дизайнера порадовала. Если нужно соединить начало и конец фразы или вставить нужные слова, то все работает без нареканий. Конструкции даются сразу с примерами, это удобно. Есть useful phrases и просто устойчивые выражения. Видео предзагружены на ютуб и выводятся прямо в окне платформы Skyeng. Аудиозаписи хорошего качества. На мой вкус, можно было еще сделать упор на акценты, но в моем треке этого не было. Как у других не знаю) Возможность записывать свой аудио ответ встроена также прямо в платформу. Есть несколько попыток перед отправкой. Задания вроде написать эссе или резюме отправляются напрямую учителю из платформы. И вы получаете фидбек сразу с комментарием. Есть куча обучающих фишек, начиная от Ютуб канала с действительно смотрибельным контентом от носителей языка и до Разговорных клубов (он за отдельную плату), где можно обсуждать заранее объявленные темы. Работает оперативно, можно прямо в чате задать вопросы Занятие Урок длится 50 минут и начинается минута в минуту по расписанию. Есть возможность переносить уроки, но количество переносов зависит от тарифа. Вы один на один с учителем с включенной камерой и микрофоном и ведете диалог только на английском (при необходимости могут что-то пояснить на русском). Мне моя преподаватель очень нравится и мы сначала делимся новостями из жизни, а потом переходим к упражнениям и если нужно к обсуждению домашки, которую я прислала накануне. Мой муж со своим преподавателем могут обмениваться мемами на английском и обсуждать последние игры, поэтому занятие не похожи на тяжелые лекции или школьный формат. Время летит незаметно. Цена Наиболее выгодные варианты как обычно это пакеты оптом. Чем больше занятий вы оплатите, тем более низкая цена за урок. Изначально наш тариф Премиум был с пакетом на несколько месяцев и оплата была помесячная. За это давали около 12 бонусных уроков и цена за урок получалась в районе 1400 рублей. Три раза в неделю по расписанию. Я бы не сказала, что это очень дешево, но с учетом гибкости платформы + все фишки, которые они предоставляют я считаю, что ценовая политика оправдана. Я бы искала промокод перед тем как начать заниматься. Ощущается ли результат? Муж занимается полгода почти и его уровень очень сильно вырос + ушла боязнь говорить на английском. Я бы даже сказала, что ему легче заговорить чем мне, несмотря на разницу в исходных данных) У него стало значительно больше словарного запаса и конструкции усложнились. Во-вторых, что на мой взгляд. чуть ли не более важно, у него горят глаза и интерес к английскому сильно вырос. Слушает фильмы в оригинале, лучше понимает техническую документацию на английском и так далее. Про себя могу отметить, что язык понемногу ""размораживается"" (я не говорила больше 3-х лет после получения диплома технического переводчика), вспоминается лексика уровня Advanced и появилось много новых слов в словаре. Я себя чувствую более уверенно, потому что ничего не заменит практику с живым человеком, сколько не репетируй диалог в голове))"	1	https://irecommend.ru/content/chem-tak-khorosh-skyeng-v-pervuyu-ochered-gibkostyu
Лишняя трата денег.	Решила попробовать заниматься английским языком дома с помощью сервиса Skyeng. Прошла собеседование с методистом на определение уровня владения английским языком. И в результате собеседования уровень был Elementary. Прошла домашнее задание и по результатам домашнего задания уровень был также Elementary. Первый урок и ... ТАДАМ... начали мы с уровня beginner. Иногда платформа работает плохо и не слышно преподавателя. Есть несколько плюсов: + После того как все уроки пройдены приложение в телефоне Skyeng продолжает работать и можно дальше тренировать слова и учить новые слова. +Разговорный клуб. Пока у вас есть оплаченный пакет уроков, вы можете хоть каждый день тренироваться и разговаривать на иностранном языке под присмотром преподавателя. Разговорные клубы, так же делятся на уровни владения языком, но по своему усмотрению вы можете посещать разговорный клуб с более высоким уровнем. Много преподавателей в разговорных клубах, посещая разных, можно найти преподавателя с которым будет интересно на разговорном клубе. Есть очень сильные преподаватели, которые могут удерживать интерес группы во время такого группового урока.	0	https://irecommend.ru/content/lishnyaya-trata-deneg-31
Очень разочаровывает	Раньше нравился ресурс, прошел целый курс. Но сейчас хочется поставить двойку. Решили с обычного курса перейти на подготовку к IELTS. Нам (т.е. моей маме) пришлось трижды оплачиваться курс, дважды был возврат из-за того что не на мой аккаунт изначально завели премиум пакет. Спустя две недели все-таки завели. С горя пополам и тыясчу звонков. Сейчас не можем найти преподавателя, мы несколько раз говорили, какие должны быть условия, ни привета, ни ответа!!! Разработчики, мы уже две недели не можем приступить к подготовке по IELTS. Менеджеры постоянно звонят, одно и тоже спрашивают. ПРОСТО ЖЕСТЬ!!!! Вы ведите там историю хотя бы разговоров, что проихсодит, какие были просьбы. ОДНО И ТОЖЕ СПРАШИВАЮТ ТЫЩУ РАЗ. Ведь хороший ресурс был, куда вы скатились???	0	https://irecommend.ru/content/ochen-razocharovyvaet-0
Для меня идеальный вариант	Английский язык, как и многие, я учила в школе (достаточно интенсивно - спасибо очень строгому учителю) затем год в университете и прошло с тех пор 10 лет. Призрачные остатки базы еще были, но понять речь на слух, свободно общаться за границей даже на элементарные темы знаний не хватало. О Skyeng впервые узнала благодаря их каналу на Youtube (до сих пор смотрю с удовольствием). Затем ребята пришли к нам на работу с презентацией по партнерской программе, и я решила попробовать. Первое занятие бесплатное, но на нем много вы не узнаете, я впрочем на это и не рассчитывала, определили мой уровень и далее подробно рассказали какие есть пакеты обучения. Прямо на этом занятии предложили оплатить курс и методист сидела ждала пока я оплачу, в общем продажа построена грамотно)) Не уверена что согласилась бы на такое давление, если бы ранее у меня уже не было настроя учиться в этой школе. Первые пару уроков были погрешности - первый преподаватель, которого мне назначили провела урок и сообщила, что в целом у нее в расписании нет для меня места и неясно зачем меня ей дали. Ну что же, на следующий урок назначили другого, который отменил занятие за пару часов до него, ничего не написал и больше не объявлялся. Это уже неприятно, так как я рассчитывала на это время. Я позвонила в поддержку, где меня выслушали и назначили уже третьего преподавателя. С ней я занимаюсь уже год и всем довольна - очень грамотная интеллигентная девушка, которая, если вынуждена перенести занятие, сообщает заранее, и всегда идет в этом плане на встречу мне, если нужно. Я не ставлю никаких грандиозных целей - переехать за границу или сдать определенный экзамен. Занимаюсь в своем темпе. Просто чтобы поднять общий уровень, понимать что пишут в интернете, воспринимать речь на слух, уметь изъясняться в путешествиях. Для этого, помимо самих занятий, есть масса возможностей на платформе: можно изучать грамматические материалы, играть в словарные игры и отдельно мне очень нравятся расширения для браузера: Skyeng Lyrics - тексты песен для Яндекс.музыка, где можно прочесть весь текст, добавлять новые слова в свой словарь. это для меня очень хороший вариант, так как запоминать слова мне гораздо легче когда они ассоциируются с какой-то мелодией, и я постоянно слушаю англоязычную музыку. Skyeng переводчик - позволяет выделить любое слово в тексте в браузере, перевести его и сразу добавить в словарь. Skyeng субтитры - интерактивные субтитры к англоязычным фильмам и сериалам на netflix, Амедиа и Амазон. Посмотрела на нетфликсе все сезоны Друзей в оригинале, и сериал отличный и словарный запас подтянула. Приложение в телефоне тоже классное - в основном я использую его как словарь. Ежедневно повторяю слова и учу новые. Школу рекомендую, не нужно никуда ехать, тратить время на дорогу, связь лично у меня работает без проблем. С преподавателем можно поддерживать контакт и задавать вопросы вне уроков. Можно подобрать удобный график.Цена для меня вполне устраивает, так как у меня действует партнерская скидка от работы, и иногда бывают доп скидки по праздникам. Офлайн-занятия в Москве будут однозначно дороже. За год занятий раз в неделю мой уровень поднялся с pre-intermediate до Intermediate. Школу рекомендую. Главное найти своего преподавателя!	1	https://irecommend.ru/content/dlya-menya-idealnyi-variant-5
Мне зашло	Работаю РОПом и очень хочу с рынка РФ перейти на международку, соответственно в кратчайшие сроки учу английский. Пошла работать сразу по двум направлениям онлайн в Skyeng и групповой оффлайн в своем городе, занимаюсь 4 раза в неделю (2/2). В офлайн формате проходила только 1 оплаченный семестр и не стала продолжать. (минусы: часто опаздываю, приходится брать такси доп.расход, много заданий для работы в паре, а разговаривать с таким же безграмотным как я не вижу смысла, самой приходится проверять свои домашки по ключам*, а эссе проверенное мне ни разу преподаватель не вернул). В Skyeng с преподавателем случился мэтч только с третьего раза (минус), но такой, что я не хочу ее ни на кого менять. Мне нравится, что она живет в Англии, ее акцент, что она молодая и мы можем обсуждать мировые инфоповоды, мои неудачные свидания. И что она когда-то была в моем городе и понимает в какое место я пойду например. Поскольку у меня есть опыт с домашками офлайн, то я прям очень рада тому, как могу делать домашку на платформе, это быстро, автопроверка и мое эссе всегда проверено к следующему уроку. В приложении учу слова, мы много добавляем с урока нестандартных слов которые мне актуальны, а еще люблю диалоговые тренажеры в приложении, они забавные и помогают мне фразы целиком запомнить и даже сленговые какие-то выражения. Знаю, что многие имеют языковой барьер, но меня как-то эта проблема вообще мимо прошла, на уроке я чаще всего читаю как человек с особенностями* и когда пытаюсь использовать только выученное правило тоже (стыд), но когда в аэропорту на паспортном у меня что-то спросили на английском, я им так ЗАЧИТАЛА, что сама в шоке была. Почувствовала свой прогресс в моменте, кайф. Сейчас прохожу бизнес-курс и нравится темы которые мы проходим, там прям ситуации 1в1 с моей работой сходи (адженда, гант, проведение встреч, смолтолки), могу прям все сразу забирать в работу. Не хочу, что он заканчивался. Для меня самый огромный плюс, это то, что я занимаюсь онлайн и мне не нужно отменять уроки, когда я полетела отдыхать, навещаю друзей в Грузии или поехала на дачу. Мой преподаватель конечно иногда ржет, когда в пятницу в 21:00 я на уроке при полном параде и занимаюсь с телефона находясь в туалете ресторана ахахахах (редко, но бывает). НО за то, не пропускаю!	1	https://irecommend.ru/content/mne-zashlo-4
Great	Школа прекрасная. Большой выбор учителей. Каждый учитель стремится наладить с вами контакт. Не так дорого если вы берете большой пакет уроков. Берите сразу большой пакет уроков! Будьте уверены вам понравится. Я так сделал и не пожалел. Срезу указывайте на свои слабые места на первых уроках, учителя постараются подтянуть эти моменты, подберут для вас разные материалы в игровой форме, постараются вас разговорить. Не бойтесь говорить, старайтесь больше общаться. Не стесняйтесь. Школа топ.	1	https://irecommend.ru/content/great-3
Советую!	"Купил премиум аккаунт - докинули +2 урока бесплатно. Брал тариф 16 уроков. Итого 18 уроков, + 3 15-ти минутных занятий с носителями на месяц. Так же присутствуют занятия в спикинг клабах, собственно ради них я в основном и пошел. Выбрал себе преподавателя из очень большого количества. Искал чтобы было направление с IT. Пока искал себе преподавателя - не смог найти фильтр по желаемому направлению - пришлось каждого преподавателя отдельно изучать). На этапе выбора преподавателя есть возможность прослушать аудиозапись их речи - это, несомненно, +. Техническая поддержка работает очень оперативно - это один из самых огромных плюсов, а из минусов - часто выкидывает с сайта и нужно постоянно перезаходить (но я сам программист и понимаю из-за чего это, но всё же это отнесу к минусам). Очень много материала и для самостоятельного изучения и тренинга (есть платные и бесплатные, мне бесплатных хватает). Заниматься лучше с компьютера, т.к. в приложении функционал ограничен (например, чтобы заново выполнить задание - нужно нажать кнопку ""Выполнить заново"", а в приложении её нет). Обучением доволен. Однозначно советую!"	1	https://irecommend.ru/content/sovetuyu-1044
Школа, которая откроет мне дверь в мое светлое будущее.	"Давно откладывала поступление в эту онлайн школу: жалела денег, слушала советы родных из серии "" а зачем тебе это надо"" и находила множество отговорок. Хотя очень хотела и чувствовала, что пора. И вот момент настал, я "" полюбила"" себя и разрешила потратить часть своих средств на самосовершенствование. Года два назад я уже проходила бесплатное занятие. Сейчас же обративший в службу поддержки, я записалась на повторное занятие для определения уровня моих знаний и покупки курса . На данный момент мне обозначили половину уровня Моя база нынешняя основывается на школьном английском ( мировая учительница ) + институт ( почти ничего не дал) + работа в Турции аниматором ( не дал забыть то что знаю, плюс избавило от стеснения общения с иностранцами ) + общение после отдыха за границей ( самое отличное для изучения, копаешься в словаре - новая лексика). Бесплатный урок я проходила, используя . Можно заходить и через компьютер ( ноутбук) , но мне удобнее и мобильнее через телефон, можно изучать делая параллельно домашние дела. Мне предложили несколько вариантов. Я приобрела самый недорогой, стоимостью , состоящий из К сожалению, он самый не выгодный, так как стоимость одного урока выходит Но на данном этапе мое материальное положение не позволяет приобрести более выгодные пакеты , где большая стоимость всего курса, но выгоднее один урок. В подарок мне пошли Пока ещё не пробовала данную услугу, но обязательно добавлю позднее в отзыв мои впечатления. После оплаты курса, мне пришли письма на почту, в одном из котором ссылка для выбора учителей. Перейдя по ней ,вы укажите периоды времени , которые будут удобны вам для прохождения урока. Далее вам предложат подходящих преподавателей. Вы сможете прослушать его аудиоанкету, посмотреть фото. Собственно после этого вы выбираете понравившегося вам преподавателя и назначается первый урок. В целом мне все нравится. Сразу открывая его вы видите информацию о том, когда у вас будет урок. Когда наступает время занятия, появляется синяя кнопка и вы переходите в класс, на видео урок со своим преподавателем. Кроме этого вам доступно в любое время изучение слов. Вы можете задать себе темп на день. Также в ходе занятий преподаватель "" подкидывает"" в словарик лексику, с которой во время урока были проблемы. Также есть и домашнее задание). Вообще не любила не когда домашку. Но в формате онлайн приложения очень круто. Задание сразу проверяется автоматически. И вы не выслушиваете, как в школе за каждую ошибку. Единственное, как написала выше не дошла до разговорного клуба. Прошло уже три урока из восьми. И я могу сказать , что я довольна. Я выбрала отличного преподавателя. Занятие проходит на английском языке, учитывая мой уровень знаний. Длительность урока . Часть урока проходит в формате общения. Конечно, больше говорю я , а преподаватель задаёт наводящие вопросы. Вы болтает как друзья. Но!! Этот друг, вам если запутались или забыли какое слово поможет сформулировать мысль. После этого мне предоставляется прослушать текст, ответить на вопросы по тексту. Далее делаем упражнения на грамматику. По заключению урока преподаватель вам присылает домашнее задание. Я не пожалела ни разу, что потратила деньги. Так как сейчас я знаю где мои пробелы, что мне подтянуть и есть тот, кто в этом поможет. Своим выбором я довольна. Так как приложений бесплатных мало, нужен профессионал и общение. Уже после двух уроков я стала чувствовать чуть свободнее себя при общении и подсознание вспоминает забытые слова. Сколько не учи отдельно слова, а без практики и постоянного общения, все это будет со временем угасать. Я буду продолжать свою дружбу со Skyenglish. По истечении восьми уроков, я скорее всего куплю ещё пакет на 8 или 16 уроков с русскоговорящим преподавателем. А далее перейдем на англоговорящих). Очень жалею, что не начала занятия два года назад. Знание английского открывает множество возможностей. В общем возможности я могу перечислять бесконечно. Лично моя цель, перейти на фриланс, путешествовать ( хоть на пол года и работать параллельно за ноутом) , заводить друзей по всему миру ( несколько у меня уже есть) . И даже если я передумаю работать в данной области, то все равно не пожалею о потраченных деньгах. Сейчас я в декрете и это отличный способ для саморазвития. Любите мир, он прекрасен и ""стирайте границы"" между странами"	1	https://irecommend.ru/content/shkola-kotoraya-otkroet-mne-dver-v-moe-svetloe-budushchee
Начал разговаривать на английском	Я помню школу Skyeng еще в 2018-2019 году, тогда там был один единый тариф на занятия. Сейчас это курсы для взрослых и детей, разные варианты обучения с носителем языка и с русскоговорящими учителями. В далеком 2018 я купил 8 уроков, для меня это было дорого, но я решил попробовать. Не пожалел, обучение было крайне эффективно и для себя я решил, что когда я начну зарабатывать как надо, вернуть к обучению именно в Skyeng. Сегодня 2023 год и я вернулся! Обучения по-моему стало еще круче, платформа просто пушка одно удовольствие. Skyeng это Apple в мире обучения английскому языку.	1	https://irecommend.ru/content/nachal-razgovarivat-na-angliiskom
Мне нравиться обучение в Skyeng	"Учусь в школе уже 5 месяцев, покупала курс ""Прокачай свой уровень"". Я стала лучше говорить, читать, строить предложения Мне очень нравится платформа - заниматься можно с любого места, где есть интернет. Очень интересные домашние задания, они направлены на разные навыки: словарный запас, чтение, письмо, говорение. Мой преподаватель отличный профессионал, мы разговариваем только на английском языке, что круто погружает в среду. Также можно бесплатно участвовать в разговорных клубах. Я стараюсь раз в неделю их посещать, очень нравится знакомиться с разными людьми и понимать разную речь. Всем рекомендую занятия в этой онлайн-школе"	1	https://irecommend.ru/content/mne-nravitsya-obuchenie-v-skyeng
Не рекомендую учиться в этой школе.	Нашла школу в интернете, оплатила подписку на месяц. Первое занятие пропало по вине школы (технические неполадки )- деньги не вернули, занятие не перенесли; последующие 4 занятия были с нарушенным воспроизведением аудио-починить школа смогла только к 5му занятию. Когда я приобретала пакет занятий, мне подарили 2 бонусных урока, которые школа благополучно списала после того,как я отказалась продлевать подписку на второй месяц. Таким образом, за 14 тысяч я позанималась 10 раз, из которых одно занятие пропало вообще, а часть просто не работала в полной мере. Удивительный сервис и маркетинг. Не рекомендую заниматься в этой школе.	0	https://irecommend.ru/content/ne-rekomenduyu-uchitsya-v-etoi-shkole
Подводные камни и неприятные моменты | Красивый дизайн | Можно ли здесь научиться английскому	? Хотелось бы начать с дизайна. Он очень простой и нетяжелый, то есть он не зависает и не создает проблем для ноутбука. При этом тут присутствует достаточно много виджетов и интересных деталей, позволяющих воспринимать информацию немного по-другому. Здесь можно легко найти свои ошибки, а так же посмотреть статистику всех неправильных и правильных ответов. Здесь можно примерно оценить свои знания в определенной программе, свои навыки. Аудирование, лексика, чтение и грамматика, а так же среднее значение и место среди своих людей в группе. Можно посмотреть свои достижения. Тут можно так же отследить свои ошибки, система укажет на них и позволит исправить, правда балл будет значительно ниже, но тем не менее... ? Здесь есть подводные камни. И они довольно неприятные. Написать вместо , и это будет являться ошибкой, за это снижают баллы. Иногда не сохраняются результаты - просто сбрасываются. Происходит крайне редко, но бывает. ? Для каждого это индивидуально. Мне помогает, однако кому-то эта затея может не зайти. Я же, скорее всего, порекомендую Skyeng, поскольку в нем действительно есть перспективы.	1	https://irecommend.ru/content/podvodnye-kamni-i-nepriyatnye-momenty-krasivyi-dizain-mozhno-li-zdes-nauchitsya-angliiskomu
